Date,Open,Low,High,Close,Volume,Amount
2010-01-29 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-01 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-02 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-03 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-04 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-05 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-08 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-09 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-10 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-11 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-19 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-22 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-23 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-24 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-25 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-02-26 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-01 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-02 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-03 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-04 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-05 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-08 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-09 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-10 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-11 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-12 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-15 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-16 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-17 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-18 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-19 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-22 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-23 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-24 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-25 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-26 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-29 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-30 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-03-31 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-01 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-05 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-06 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-07 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-08 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-09 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-12 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-13 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-14 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-15 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-16 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-19 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-20 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-21 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-22 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-23 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-26 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-27 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-28 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-04-29 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-03 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-04 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-05 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-06 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-07 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-10 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-11 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-12 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-13 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-14 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-17 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-18 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-19 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-20 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-21 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-24 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-25 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-26 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-27 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-28 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-05-31 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-01 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-02 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-03 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-04 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-07 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-08 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-09 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-10 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-16 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-17 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-18 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-21 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-22 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-23 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-24 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-25 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-28 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-29 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-06-30 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-01 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-02 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-05 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-06 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-07 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-08 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-09 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-12 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-13 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-14 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-15 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-16 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-19 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-20 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-21 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-22 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-23 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-26 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-27 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-28 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-29 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-07-30 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-02 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-03 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-04 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-05 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-06 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-09 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-10 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-11 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-12 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-13 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-16 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-17 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-18 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-19 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-20 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-23 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-24 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-25 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-26 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-27 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-30 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-08-31 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-01 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-02 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-03 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-06 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-07 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-08 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-09 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-10 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-13 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-14 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-15 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-16 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-17 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-20 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-24 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-27 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-28 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-09-29 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-07 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-08 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-11 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-12 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-13 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-14 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-15 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-18 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-19 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-20 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-21 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-22 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-25 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-26 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-27 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-28 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-10-29 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-01 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-02 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-03 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-04 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-05 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-08 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-09 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-10 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-11 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-12 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-15 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-16 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-17 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-18 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-19 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-22 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-23 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-24 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-25 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-26 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-29 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-11-30 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-01 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-02 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-03 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-06 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-07 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-08 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-09 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-10 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-13 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-14 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-15 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-16 00:00:00,110.600,110.600,110.600,110.600,0,0.00
2010-12-17 00:00:00,110.600,110.600,110.600,110.600,0,0.00
